ElapsedTime,GravityX,GravityY,GravityZ,LinearX,LinearY,LinearZ
1.376885,2.331185,8.638473,4.014071,0.199122,0.408102,0.2989919
1.394099,2.331185,8.638473,4.014071,0.199122,0.408102,0.2989919
1.410949,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.427826,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.444847,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.4618,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.478803,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.495804,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.512044,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.528893,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.545781,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.562769,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.579768,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.59629,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.613139,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.629988,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.646838,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.663822,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.680536,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.697795,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.714235,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.731084,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.747932,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.764842,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.781631,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.798823,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.815812,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.832178,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.849028,2.012712,8.697762,4.058118,0.1245407,-0.0004663467,0.01949525
1.866322,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
1.899792,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
1.947026,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
1.963886,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
1.981319,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
1.998169,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.015019,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.032313,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.048719,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.066227,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.082415,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.099265,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.11623,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.133286,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.150368,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.166663,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.183556,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.200361,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.217566,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.234059,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.250909,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.267757,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.284606,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.302175,1.823112,8.59825,4.349338,0.04725802,-0.1217422,0.09531975
2.318306,1.85622,8.572447,4.386114,-0.00812459,-0.09979439,0.2120571
2.335352,1.85622,8.572447,4.386114,-0.00812459,-0.09979439,0.2120571
2.352322,1.85622,8.572447,4.386114,-0.00812459,-0.09979439,0.2120571
2.369351,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.385701,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.403446,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.424619,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.442254,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.45832,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.475169,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.50193,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.519197,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.53563,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.55248,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.569328,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.586264,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.603244,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.619877,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.636725,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.656306,1.822737,8.545687,4.451883,0.005968571,-0.0548439,0.2175155
2.673289,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.690007,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.706856,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.724215,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.740568,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.757403,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.774273,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.791261,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.808227,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.825235,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.842249,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.858499,1.905276,8.516588,4.473036,-0.0298866,-0.05585766,0.09418106
2.875347,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
2.892214,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
2.909219,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
2.926282,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
2.943298,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
2.959594,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
2.976443,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.000397,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.024579,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.043224,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.060074,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.07724,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.094178,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.110622,1.978287,8.503783,4.465695,-0.02077031,-0.00387764,0.07066488
3.129113,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.145964,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.162813,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.179663,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.197173,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.214027,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.23105,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.24797,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.264573,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.281421,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.299213,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.3152,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.332197,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.348818,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.366215,2.048166,8.498512,4.444173,-0.02241945,-0.0406723,0.04736853
3.38321,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.399365,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.416215,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.43318,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.450178,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.467214,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.502916,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.520186,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.536615,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.553481,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.570312,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.587162,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.604012,2.085335,8.496042,4.431595,0.04523396,-0.01880169,0.04486799
3.621131,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.639687,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.656539,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.674094,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.690235,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.707086,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.724073,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.74146,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.757633,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.774993,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.791332,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.808181,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.825963,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.841969,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.858952,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.87594,2.2539,8.486342,4.367185,-0.1451569,0.02113628,0.09189749
3.892426,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
3.909276,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
3.926124,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
3.942976,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
3.959888,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
3.976875,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
3.993872,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.010859,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.027848,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.044068,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.060917,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.077824,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.094809,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.111804,0.03045546,8.987267,3.924092,2.130313,0.9327354,1.028452
4.128792,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.145778,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.162227,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.179208,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.196801,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.213652,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.231177,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.247351,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.2642,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.281151,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.29814,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.314748,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.332125,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.348445,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.365294,-1.977593,9.447736,1.731994,1.065058,1.176459,1.01997
4.382212,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.398995,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.416199,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.433195,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.450179,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.467158,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.483239,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.500139,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.516939,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.534133,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.551133,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.567483,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.585111,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.601182,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.61816,-1.243026,9.652966,1.202288,-0.007124305,-1.56782,-1.592173
4.635151,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.651731,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.66858,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.686307,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.702406,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.719371,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.736519,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.752825,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.769784,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.786729,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.803372,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.820785,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.837071,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.85392,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.870845,-0.4373915,9.674164,1.545836,0.5396832,0.1753407,0.7146128
4.887897,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
4.904468,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
4.921317,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
4.938181,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
4.95518,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
4.972383,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
4.988715,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.005563,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.022412,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.039318,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.056375,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.073344,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.089808,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.106658,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.123557,0.333851,9.674423,1.569855,-1.120944,-0.1294603,-0.3088217
5.140678,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.157205,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.174055,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.190904,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.207753,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.22489,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.24145,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.258823,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.275826,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.291999,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.308848,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.325849,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.342965,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.359904,0.8616884,9.669176,1.391018,-0.7165523,-0.2631721,-0.2747711
5.377002,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.393131,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.409942,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.426791,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.44364,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.46049,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.477509,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.494572,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.511527,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.5287,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.544782,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.561585,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.578434,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.595284,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.612132,1.058603,9.667103,1.263671,-0.7222993,0.1200342,-0.3120431
5.629183,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.646192,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.663186,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.679529,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.696378,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.713242,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.730226,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.747426,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.763776,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.780625,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.79749,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.814482,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.831472,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.848021,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.865472,1.128608,9.675039,1.135883,-0.1232249,0.1069059,-0.4882137
5.881719,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
5.898645,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
5.915417,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
5.932736,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
5.949116,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
5.966685,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
5.982814,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
5.9997,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.016759,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.033362,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.050209,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.067059,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.083908,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.100835,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.117903,1.119022,9.691791,0.9936618,-0.001003981,0.02831268,-0.3608466
6.134974,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.151306,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.168271,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.185246,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.202288,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.218702,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.235551,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.2524,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.269279,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.286346,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
6.302948,1.140716,9.695389,0.9319835,-0.1656114,0.1022224,-0.3792878
