ElapsedTime,Class1,Class2,Class3,BestClass
7.9817,0,0,0,0
7.99827,0,0,0,0
8.014837,0,0,0,0
8.031404,0,0,0,0
8.047971,0,0,0,0
8.064743,0,0,0,0
8.081105,0,0,0,0
8.097744,0,0,0,0
8.114238,0,0,0,0
8.130821,0,0,0,0
8.147708,0,0,0,0
8.163939,0,0,0,0
8.180508,0,0,0,0
8.197071,0,0,0,0
8.213769,0,0,0,0
8.230205,0,0,0,0
8.246778,0,0,0,0
8.263337,0,0,0,0
8.279904,0,0,0,0
8.296471,0,0,0,0
8.313037,0,0,0,0
8.329604,0,0,0,0
8.346818,0,0,0,0
8.362856,0,0,0,0
8.379859,0,0,0,0
8.395871,0,0,0,0
8.412438,0,0,0,0
8.429011,0,0,0,0
8.445571,0,0,0,0
8.462154,0,0,0,0
8.478712,0,0,0,0
8.495271,0,0,0,0
8.512122,0,0,0,0
8.528403,0,0,0,0
8.545115,0,0,0,0
8.561933,0,0,0,0
8.578103,0,0,0,0
8.594669,0,0,0,0
8.611237,0,0,0,0
8.628067,0,0,0,0
8.64437,0,0,0,0
8.661191,0,0,0,0
8.677503,0,0,0,0
8.69407,0,0,0,0
8.710637,0,0,0,0
8.727204,0,0,0,0
8.743771,0,0,0,0
8.760338,0,0,0,0
8.776904,0,0,0,0
8.793528,0,0,0,0
8.810039,0,0,0,0
8.826605,0,0,0,0
8.843529,0,0,0,0
8.860498,0,0,0,0
8.876574,0,0,0,0
8.89355,0,0,0,0
8.909547,0,0,0,0
8.926593,0,0,0,0
8.942604,0,0,0,0
8.959136,0,0,0,0
8.975719,0,0,0,0
8.992596,0,0,0,0
9.008836,0,0,0,0
9.025609,0,0,0,0
9.04197,0,0,0,0
9.058632,0,0,0,0
9.078776,0,0,0,0
9.09177,0,0,0,0
9.108235,0,0,0,0
9.124803,0,0,0,0
9.141764,0,0,0,0
9.157935,0,0,0,0
9.174777,0,0,0,0
9.191067,0,0,0,0
9.207768,0,0,0,0
9.224858,0,0,0,0
9.240774,0,0,0,0
9.257905,0,0,0,0
9.273899,0,0,0,0
9.290826,0,0,0,0
9.307824,0,0,0,0
9.323815,0,0,0,0
9.340168,0,0,0,0
9.356976,0,0,0,0
9.373983,0,0,0,0
9.389954,0,0,0,0
9.406433,0,0,0,0
9.423,0,0,0,0
9.439944,0,0,0,0
9.456975,0,0,0,0
9.472914,0,0,0,0
9.489268,0,0,0,0
9.506062,0,0,0,0
9.523033,0,0,0,0
9.538988,0,0,0,0
9.55599,0,0,0,0
9.572101,0,0,0,0
9.58907,0,0,0,0
9.605234,0,0,0,0
9.622,0,0,0,0
9.639034,0,0,0,0
9.65501,0,0,0,0
9.672004,0,0,0,0
9.688077,0,0,0,0
9.704634,0,0,0,0
9.721201,0,0,0,0
9.738049,0,0,0,0
9.754333,0,0,0,0
9.771016,0,0,0,0
9.787467,0,0,0,0
9.804036,0,0,0,0
9.820601,0,0,0,0
9.837995,0,0,0,0
9.854025,0,0,0,0
9.871005,0,0,0,0
9.886952,0,0,0,0
9.903942,0,0,0,0
9.920001,0,0,0,0
9.936568,0,0,0,0
9.953917,0,0,0,0
9.969902,0,0,0,0
9.986269,0,0,0,0
10.00283,0,0,0,0
10.01986,0,0,0,0
10.03597,0,0,0,0
10.05254,0,0,0,0
10.07358,0,0,0,0
10.08567,0,0,0,0
10.10223,0,0,0,0
10.11918,0,0,0,0
10.13617,0,0,0,0
10.15216,0,0,0,0
10.1685,0,0,0,0
10.18517,0,0,0,0
10.20163,0,0,0,0
10.21823,0,0,0,0
10.23477,0,0,0,0
10.25134,0,0,0,0
10.26818,0,0,0,0
10.28447,0,0,0,0
10.30118,0,0,0,0
10.3176,0,0,0,0
10.33434,0,0,0,0
10.35073,0,0,0,0
10.36744,0,0,0,0
10.38387,0,0,0,0
10.40046,0,0,0,0
10.41738,0,0,0,0
10.43357,0,0,0,0
10.45013,0,0,0,0
10.4667,0,0,0,0
10.48347,0,0,0,0
10.49983,0,0,0,0
10.51649,0,0,0,0
10.53297,0,0,0,0
10.54953,0,0,0,0
10.5661,0,0,0,0
10.58267,0,0,0,0
10.59953,0,0,0,0
10.6158,0,0,0,0
10.63248,0,0,0,0
10.64893,0,0,0,0
10.6656,0,0,0,0
10.68207,0,0,0,0
10.69965,0,0,0,0
10.71573,0,0,0,0
10.73177,0,0,0,0
10.74833,0,0,0,0
10.7649,0,0,0,0
10.78168,0,0,0,0
10.79803,0,0,0,0
10.81462,0,0,0,0
10.83165,0,0,0,0
10.84773,0,0,0,0
10.86463,0,0,0,0
10.88087,0,0,0,0
10.89743,0,0,0,0
10.914,0,0,0,0
10.93066,0,0,0,0
10.94713,0,0,0,0
10.96401,0,0,0,0
10.981,0,0,0,0
10.99683,0,0,0,0
11.01409,0,0,0,0
11.03008,0,0,0,0
11.04653,0,0,0,0
11.0631,0,0,0,0
11.08006,0,0,0,0
11.09624,0,0,0,0
11.113,0,0,0,0
11.12937,0,0,0,0
11.14601,0,0,0,0
11.1625,0,0,0,0
11.18001,0,0,0,0
11.19564,0,0,0,0
11.2122,0,0,0,0
11.22899,0,0,0,0
11.24534,0,0,0,0
11.26197,0,0,0,0
11.27847,0,0,0,0
11.29514,0,0,0,0
11.3116,0,0,0,0
11.32817,0,0,0,0
11.34474,0,0,0,0
11.3613,0,0,0,0
11.37787,0,0,0,0
11.39513,0,0,0,0
11.41107,0,0,0,0
11.42811,0,0,0,0
11.44419,0,0,0,0
11.4607,0,0,0,0
11.47727,0,0,0,0
11.49415,0,0,0,0
11.51042,0,0,0,0
11.5274,0,0,0,0
11.54354,0,0,0,0
11.5601,0,0,0,0
11.57749,0,0,0,0
11.59324,0,0,0,0
11.60981,0,0,0,0
11.62655,0,0,0,0
11.64294,0,0,0,0
11.65955,0,0,0,0
11.67654,0,0,0,0
11.69264,0,0,0,0
11.70963,0,0,0,0
11.72577,0,0,0,0
11.74269,0,0,0,0
11.7589,0,0,0,0
11.77565,0,0,0,0
11.79264,0,0,0,0
11.80862,0,0,0,0
11.82567,0,0,0,0
11.84173,0,0,0,0
11.85831,0,0,0,0
11.87487,0,0,0,0
11.89169,0,0,0,0
11.908,0,0,0,0
11.92485,0,0,0,0
11.94183,0,0,0,0
11.95788,0,0,0,0
11.97428,0,0,0,0
11.99085,0,0,0,0
12.00788,0,0,0,0
12.02489,0,0,0,0
12.04089,0,0,0,0
12.05788,0,0,0,0
12.07381,0,0,0,0
12.09023,0,0,0,0
12.10686,0,0,0,0
12.12337,0,0,0,0
12.13993,0,0,0,0
12.15651,0,0,0,0
12.17307,0,0,0,0
12.18975,0,0,0,0
12.2062,0,0,0,0
12.22294,0,0,0,0
12.23934,0,0,0,0
12.25626,0,0,0,0
12.27247,0,0,0,0
12.28904,0,0,0,0
12.3056,0,0,0,0
12.32217,0,0,0,0
12.33883,0,0,0,0
12.3553,0,0,0,0
12.37187,0,0,0,0
12.38891,0,0,0,0
12.40594,0,0,0,0
12.42189,0,0,0,0
12.43814,0,0,0,0
12.45491,0,0,0,0
12.47127,0,0,0,0
12.48795,0,0,0,0
12.50497,0,0,0,0
12.52097,0,0,0,0
12.53754,0,0,0,0
12.55495,0,0,0,0
12.57094,0,0,0,0
12.58796,0,0,0,0
12.60397,0,0,0,0
12.62037,0,0,0,0
12.63701,0,0,0,0
12.65404,0,0,0,0
12.67007,0,0,0,0
12.68664,0,0,0,0
12.70395,0,0,0,0
12.71996,0,0,0,0
12.73693,0,0,0,0
12.75291,0,0,0,0
12.76997,0,0,0,0
12.78695,0,0,0,0
12.8026,0,0,0,0
12.81917,0,0,0,0
12.83574,0,0,0,0
12.85298,0,0,0,0
12.86907,0,0,0,0
12.88544,0,0,0,0
12.90207,0,0,0,0
12.91908,0,0,0,0
12.93514,0,0,0,0
12.95205,0,0,0,0
12.96828,0,0,0,0
12.98499,0,0,0,0
13.0024,0,0,0,0
13.01996,0,0,0,0
13.03595,0,0,0,0
13.0521,0,0,0,0
13.06866,0,0,0,0
13.08591,0,0,0,0
13.10192,0,0,0,0
13.11836,0,0,0,0
13.13495,0,0,0,0
13.1515,0,0,0,0
13.16806,0,0,0,0
13.18463,0,0,0,0
13.2012,0,0,0,0
13.21809,0,0,0,0
13.23433,0,0,0,0
13.25102,0,0,0,0
13.26747,0,0,0,0
13.28424,0,0,0,0
13.3006,0,0,0,0
13.31717,0,0,0,0
13.33373,0,0,0,0
13.35124,0,0,0,0
13.36722,0,0,0,0
13.38343,0,0,0,0
13.4,0,0,0,0
13.41656,0,0,0,0
13.43328,0,0,0,0
13.4497,0,0,0,0
13.4663,0,0,0,0
13.48283,0,0,0,0
13.50028,0,0,0,0
13.5163,0,0,0,0
13.53325,0,0,0,0
13.54921,0,0,0,0
13.56622,0,0,0,0
13.58325,0,0,0,0
13.5988,0,0,0,0
13.61536,0,0,0,0
13.63224,0,0,0,0
13.6485,0,0,0,0
13.6653,0,0,0,0
13.68163,0,0,0,0
13.69829,0,0,0,0
13.71536,0,0,0,0
13.73142,0,0,0,0
13.7479,0,0,0,0
13.76447,0,0,0,0
13.78146,0,0,0,0
13.79849,0,0,0,0
13.81449,0,0,0,0
13.83514,0,0,0,0
13.84766,0,0,0,0
13.86386,0,0,0,0
13.88043,0,0,0,0
13.89777,0,0,0,0
13.91393,0,0,0,0
13.93013,0,0,0,0
13.9467,0,0,0,0
13.96383,0,0,0,0
13.97988,0,0,0,0
13.9964,0,0,0,0
14.01297,0,0,0,0
14.02989,0,0,0,0
14.0461,0,0,0,0
14.06266,0,0,0,0
14.07923,0,0,0,0
14.09593,0,0,0,0
14.11237,0,0,0,0
14.12899,0,0,0,0
14.14602,0,0,0,0
14.16207,0,0,0,0
14.17863,0,0,0,0
14.1952,0,0,0,0
14.21177,0,0,0,0
14.22833,0,0,0,0
14.24508,0,0,0,0
14.26147,0,0,0,0
14.27811,0,0,0,0
14.2946,0,0,0,0
14.31203,0,0,0,0
14.32773,0,0,0,0
14.3443,0,0,0,0
14.36086,0,0,0,0
14.37743,0,0,0,0
14.3941,0,0,0,0
14.41057,0,0,0,0
14.42717,0,0,0,0
14.44418,0,0,0,0
14.46112,0,0,0,0
14.47714,0,0,0,0
14.49412,0,0,0,0
14.51011,0,0,0,0
14.52653,0,0,0,0
14.54316,0,0,0,0
14.55966,0,0,0,0
14.57623,0,0,0,0
14.5928,0,0,0,0
14.60937,0,0,0,0
14.62623,0,0,0,0
14.6432,0,0,0,0
14.65918,0,0,0,0
14.67563,0,0,0,0
14.6922,0,0,0,0
14.70877,0,0,0,0
14.72533,0,0,0,0
14.74211,0,0,0,0
14.75847,0,0,0,0
14.77512,0,0,0,0
14.79208,0,0,0,0
14.80816,0,0,0,0
14.82473,0,0,0,0
14.8413,0,0,0,0
14.85823,0,0,0,0
14.87467,0,0,0,0
14.89161,0,0,0,0
14.90764,0,0,0,0
14.92474,0,0,0,0
14.94076,0,0,0,0
14.95775,0,0,0,0
14.97409,0,0,0,0
14.9904,0,0,0,0
15.00718,0,0,0,0
15.02433,0,0,0,0
15.0401,0,0,0,0
15.05667,0,0,0,0
15.07323,0,0,0,0
15.09053,0,0,0,0
15.10651,0,0,0,0
15.12293,0,0,0,0
15.13955,0,0,0,0
15.15607,0,0,0,0
15.1727,0,0,0,0
15.1897,0,0,0,0
15.20577,0,0,0,0
15.22272,0,0,0,0
15.2389,0,0,0,0
15.25564,0,0,0,0
15.27203,0,0,0,0
15.2887,0,0,0,0
15.30517,0,0,0,0
15.32173,0,0,0,0
15.33875,0,0,0,0
15.35571,0,0,0,0
15.37143,0,0,0,0
15.38861,0,0,0,0
15.40475,0,0,0,0
15.42174,0,0,0,0
15.43774,0,0,0,0
15.45468,0,0,0,0
15.47083,0,0,0,0
15.48768,0,0,0,0
15.50468,0,0,0,0
15.52075,0,0,0,0
15.53775,0,0,0,0
15.55375,0,0,0,0
15.57081,0,0,0,0
15.58947,0,0,0,0
15.60337,0,0,0,0
15.61993,0,0,0,0
15.63678,0,0,0,0
15.65306,0,0,0,0
15.66977,0,0,0,0
15.68683,0,0,0,0
15.70276,0,0,0,0
15.72009,0,0,0,0
15.73607,0,0,0,0
15.75307,0,0,0,0
15.76903,0,0,0,0
15.78582,0,0,0,0
15.80216,0,0,0,0
15.81879,0,0,0,0
15.8353,0,0,0,0
15.85186,0,0,0,0
15.86843,0,0,0,0
15.88505,0,0,0,0
15.90203,0,0,0,0
15.91813,0,0,0,0
15.9347,0,0,0,0
15.95126,0,0,0,0
15.96815,0,0,0,0
15.98479,0,0,0,0
16.00096,0,0,0,0
16.01753,0,0,0,0
16.0341,0,0,0,0
16.05111,0,0,0,0
16.06723,0,0,0,0
16.0838,0,0,0,0
16.10036,0,0,0,0
16.11713,0,0,0,0
16.13411,0,0,0,0
16.15024,0,0,0,0
16.16663,0,0,0,0
16.1832,0,0,0,0
16.20012,0,0,0,0
16.21633,0,0,0,0
16.23311,0,0,0,0
16.24947,0,0,0,0
16.26607,0,0,0,0
16.2826,0,0,0,0
16.29917,0,0,0,0
16.31573,0,0,0,0
16.3323,0,0,0,0
16.34908,0,0,0,0
16.36543,0,0,0,0
16.38205,0,0,0,0
16.39857,0,0,0,0
16.41513,0,0,0,0
16.4317,0,0,0,0
16.44925,0,0,0,0
16.46484,0,0,0,0
16.4814,0,0,0,0
16.49821,0,0,0,0
16.51454,0,0,0,0
16.5311,0,0,0,0
16.54827,0,0,0,0
16.56426,0,0,0,0
16.5808,0,0,0,0
16.59737,0,0,0,0
16.61427,0,0,0,0
16.63051,0,0,0,0
16.64728,0,0,0,0
16.66428,0,0,0,0
16.68024,0,0,0,0
16.69677,0,0,0,0
16.7134,0,0,0,0
16.7299,0,0,0,0
16.74735,0,0,0,0
16.76303,0,0,0,0
16.7796,0,0,0,0
16.79617,0,0,0,0
16.81339,0,0,0,0
16.82941,0,0,0,0
16.84587,0,0,0,0
16.86245,0,0,0,0
16.87946,0,0,0,0
16.89557,0,0,0,0
16.91214,0,0,0,0
16.9287,0,0,0,0
16.94541,0,0,0,0
16.96237,0,0,0,0
16.9784,0,0,0,0
16.99537,0,0,0,0
17.01154,0,0,0,0
17.02835,0,0,0,0
17.04467,0,0,0,0
17.06132,0,0,0,0
17.07832,0,0,0,0
17.09845,0,0,0,0
17.11094,0,0,0,0
17.1275,0,0,0,0
17.14432,0,0,0,0
17.16063,0,0,0,0
17.17734,0,0,0,0
17.19377,0,0,0,0
17.21033,0,0,0,0
17.22731,0,0,0,0
17.24347,0,0,0,0
17.26027,0,0,0,0
17.2766,0,0,0,0
17.29326,0,0,0,0
17.30973,0,0,0,0
17.3263,0,0,0,0
17.34325,0,0,0,0
17.35944,0,0,0,0
17.37622,0,0,0,0
17.39257,0,0,0,0
17.40921,0,0,0,0
17.4257,0,0,0,0
17.44228,0,0,0,0
17.45931,0,0,0,0
17.4754,0,0,0,0
17.49197,0,0,0,0
17.50853,0,0,0,0
17.5251,0,0,0,0
17.54178,0,0,0,0
17.55877,0,0,0,0
17.5748,0,0,0,0
17.59177,0,0,0,0
17.60876,0,0,0,0
17.62481,0,0,0,0
17.64107,0,0,0,0
17.65776,0,0,0,0
17.6742,0,0,0,0
17.69094,0,0,0,0
17.70789,0,0,0,0
17.72407,0,0,0,0
17.74099,0,0,0,0
17.75706,0,0,0,0
17.7736,0,0,0,0
17.79019,0,0,0,0
17.80674,0,0,0,0
17.8233,0,0,0,0
17.84012,0,0,0,0
